,location,total_sqft,bath,price,bhk,price_per_sqft
7443,Rayasandra,1373.0,3.0,72.0,3,5243.991260014566
7444,Rayasandra,1639.0,3.0,83.0,3,5064.063453325199
7445,Rayasandra,1065.0,2.0,44.95,2,4220.657276995305
7446,Rayasandra,1708.0,3.0,75.0,3,4391.100702576113
7447,Rayasandra,1016.0,2.0,58.0,2,5708.6614173228345
7448,Rayasandra,1199.0,2.0,48.5,3,4045.0375312760634
7449,Rayasandra,1577.0,3.0,67.0,3,4248.57324032974
7450,Rayasandra,1253.0,2.0,57.0,2,4549.082202713487
7451,Rayasandra,583.0,1.0,26.9,1,4614.065180102916
7452,Rayasandra,1198.0,2.0,54.0,2,4507.512520868114
7453,Rayasandra,1555.0,3.0,75.17,3,4834.083601286174
7454,Rayasandra,1458.0,3.0,60.0,3,4115.22633744856
7455,Rayasandra,1179.0,2.0,55.0,3,4664.970313825275
7456,Rayasandra,1601.0,3.0,70.0,3,4372.2673329169265
7457,Rayasandra,1708.0,3.0,76.0,4,4449.648711943794
7458,Rayasandra,470.0,1.0,21.0,1,4468.085106382979
7459,Rayasandra,3600.0,5.0,145.0,5,4027.777777777778
7460,Rayasandra,1200.0,3.0,65.0,5,5416.666666666667
7461,Rayasandra,1357.0,2.0,59.0,3,4347.826086956522
7462,Reliaable Tranquil Layout,1508.0,3.0,75.0,3,4973.474801061008
7463,Reliaable Tranquil Layout,1256.0,2.0,65.0,2,5175.15923566879
7464,Reliaable Tranquil Layout,1508.0,3.0,75.0,3,4973.474801061008
7465,Reliaable Tranquil Layout,1508.0,3.0,77.0,3,5106.100795755968
7466,Reliaable Tranquil Layout,1256.0,2.0,65.0,2,5175.15923566879
7467,Remco Bhel Layout,1685.0,2.0,110.0,3,6528.189910979228
7468,Rest House Road,4900.0,5.0,980.0,5,20000.0
7469,Richards Town,1550.0,3.0,160.0,3,10322.58064516129
7470,Richards Town,800.0,2.0,85.0,2,10625.0
7471,Richards Town,1100.0,2.0,90.0,2,8181.818181818182
7472,Richards Town,3600.0,5.0,400.0,4,11111.111111111111
7473,Richmond Town,2150.0,4.0,240.0,3,11162.790697674418
7474,Richmond Town,1352.0,3.0,135.0,3,9985.207100591717
7475,Richmond Town,2200.0,3.0,187.0,3,8500.0
7476,Richmond Town,1233.0,2.0,100.0,2,8110.300081103001
7477,Richmond Town,1100.0,2.0,145.0,3,13181.818181818182
7478,Richmond Town,1835.0,3.0,175.0,3,9536.784741144415
7479,Richmond Town,2380.0,4.0,242.0,4,10168.067226890757
7480,Roopena Agrahara,1050.0,2.0,67.0,2,6380.952380952381
7481,Roopena Agrahara,955.0,2.0,53.55,2,5607.3298429319375
7482,Roopena Agrahara,910.0,1.0,42.0,1,4615.384615384615
7483,Roopena Agrahara,1215.0,2.0,49.86,3,4103.7037037037035
7484,Rustam Bagh Layout,1170.0,2.0,86.0,2,7350.427350427351
7485,Rustam Bagh Layout,800.0,2.0,50.0,2,6250.0
7486,Rustam Bagh Layout,1490.0,2.0,88.0,3,5906.040268456376
7487,Rustam Bagh Layout,1170.0,2.0,86.0,2,7350.427350427351
7488,SBM Colony,1660.0,10.0,475.0,10,28614.4578313253
7489,SMV layout,1200.0,4.0,145.0,3,12083.333333333334
7490,SMV layout,1200.0,3.0,140.0,3,11666.666666666666
7491,SRINIVASAPURA,1525.0,3.0,68.63,3,4500.327868852459
7492,Sadanand Nagar,3500.0,4.0,500.0,3,14285.714285714286
7493,Sadaramangala,1230.0,2.0,43.48,2,3534.959349593496
7494,Sadaramangala,1394.0,2.0,52.0,2,3730.2725968436157
7495,Sadashiva Nagar,3761.0,3.0,660.0,3,17548.524328636002
7496,Sadashiva Nagar,2780.0,5.0,480.0,4,17266.187050359713
7497,Sadashiva Nagar,2720.0,4.0,485.0,4,17830.882352941175
7498,Sadashiva Nagar,3761.0,3.0,650.0,3,17282.637596383942
7499,Sadashiva Nagar,3850.0,3.0,650.0,3,16883.116883116883
7500,Sadashiva Nagar,3500.0,4.0,700.0,4,20000.0
7501,Sadashiva Nagar,7500.0,5.0,1500.0,5,20000.0
7502,Sahakara Nagar,2830.0,3.0,195.0,4,6890.459363957597
7503,Sahakara Nagar,1500.0,2.0,95.0,3,6333.333333333333
7504,Sahakara Nagar,1100.0,2.0,56.0,2,5090.909090909091
7505,Sahakara Nagar,1219.0,2.0,48.0,2,3937.653814602133
7506,Sahakara Nagar,1200.0,4.0,130.0,4,10833.333333333334
7507,Sahakara Nagar,1100.0,2.0,75.0,3,6818.181818181818
7508,Sahakara Nagar,1655.0,3.0,115.0,3,6948.640483383686
7509,Sahakara Nagar,1150.0,2.0,54.0,2,4695.652173913043
7510,Sahakara Nagar,1270.0,2.0,69.85,2,5499.999999999999
7511,Sahakara Nagar,960.0,2.0,56.0,2,5833.333333333333
7512,Sahakara Nagar,1048.0,2.0,50.0,2,4770.992366412213
7513,Sahakara Nagar,1160.0,2.0,55.0,2,4741.379310344828
7514,Sahakara Nagar,1200.0,2.0,75.0,3,6250.0
7515,Sahakara Nagar,2500.0,4.0,200.0,4,8000.0
7516,Sahakara Nagar,1914.0,3.0,179.0,3,9352.142110762801
7517,Sahakara Nagar,1500.0,3.0,125.0,3,8333.333333333334
7518,Sahakara Nagar,1100.0,2.0,55.0,2,5000.0
7519,Sahakara Nagar,1914.0,3.0,149.0,3,7784.743991640544
7520,Sahakara Nagar,1000.0,2.0,60.0,2,6000.0
7521,Sahakara Nagar,2200.0,3.0,98.0,3,4454.545454545455
7522,Sahakara Nagar,1175.0,2.0,49.0,2,4170.212765957447
7523,Sahakara Nagar,1370.0,2.0,90.0,3,6569.343065693431
7524,Sahakara Nagar,1100.0,2.0,55.0,2,5000.0
7525,Sahakara Nagar,1100.0,2.0,75.0,3,6818.181818181818
7526,Sahakara Nagar,1180.0,2.0,72.0,2,6101.6949152542375
7527,Sahakara Nagar,1200.0,2.0,60.0,2,5000.0
7528,Sahakara Nagar,1032.0,2.0,45.0,2,4360.46511627907
7529,Sahakara Nagar,1270.0,2.0,96.0,2,7559.055118110236
7530,Sahakara Nagar,1201.0,2.0,80.0,2,6661.1157368859285
7531,Sahakara Nagar,1200.0,2.0,54.0,2,4500.0
7532,Sahakara Nagar,1291.0,2.0,72.3,2,5600.309837335399
7533,Sai Gardens,1339.0,2.0,55.0,2,4107.542942494399
7534,Sai Gardens,1686.0,3.0,77.0,3,4567.022538552787
7535,Samethanahalli,799.0,2.0,38.0,2,4755.944931163955
7536,Samethanahalli,799.0,2.0,35.0,2,4380.475594493117
7537,Sampangi Rama Nagar,1200.0,2.0,125.0,2,10416.666666666666
7538,Sampangi Rama Nagar,1030.0,2.0,80.0,2,7766.9902912621355
7539,Sampigehalli,1200.0,2.0,61.0,2,5083.333333333333
7540,Sanjay nagar,1000.0,2.0,70.0,2,7000.0
7541,Sanjay nagar,1100.0,2.0,98.0,2,8909.09090909091
7542,Sanjay nagar,1150.0,2.0,72.2,2,6278.260869565217
7543,Sanjay nagar,1800.0,3.0,180.0,3,10000.0
7544,Sanjay nagar,630.0,1.0,35.0,2,5555.555555555556
7545,Sanjay nagar,3300.0,3.0,250.0,5,7575.757575757576
7546,Sanjay nagar,1900.0,2.0,180.0,3,9473.684210526315
7547,Sanjay nagar,1575.0,2.0,90.0,2,5714.285714285715
7548,Sanjay nagar,1450.0,3.0,75.0,3,5172.413793103448
7549,Sanjay nagar,1200.0,2.0,76.0,3,6333.333333333333
7550,Sanjay nagar,960.0,2.0,55.0,2,5729.166666666667
7551,Sanjay nagar,1050.0,2.0,59.0,2,5619.047619047619
7552,Sanjay nagar,1150.0,2.0,70.0,2,6086.95652173913
7553,Sanjay nagar,1500.0,3.0,150.0,3,10000.0
7554,Sanjay nagar,1180.0,2.0,80.0,2,6779.661016949152
7555,Sanjeevini Nagar,2795.0,4.0,235.0,3,8407.871198568873
7556,Sanjeevini Nagar,2250.0,3.0,180.0,3,8000.0
7557,Sanne Amanikere,1185.0,2.0,38.0,2,3206.7510548523205
7558,Sanne Amanikere,1455.0,2.0,45.0,3,3092.783505154639
7559,Sarakki Nagar,2121.0,4.0,253.0,3,11928.335690711929
7560,Sarakki Nagar,2289.0,3.0,260.0,3,11358.671909130624
7561,Sarakki Nagar,2500.0,4.0,325.0,3,13000.0
7562,Sarakki Nagar,2145.0,4.0,270.0,3,12587.412587412588
7563,Sarakki Nagar,1200.0,3.0,128.0,3,10666.666666666666
7564,Sarakki Nagar,2663.0,4.0,338.0,3,12692.452121667293
7565,Sarakki Nagar,1840.0,4.0,175.0,3,9510.869565217392
7566,Sarakki Nagar,3131.0,4.0,349.0,4,11146.598530820824
7567,Sarakki Nagar,3126.0,5.0,345.0,4,11036.468330134358
7568,Sarakki Nagar,3124.0,6.0,349.0,4,11171.574903969271
7569,Sarjapur,2250.0,3.0,148.0,3,6577.777777777777
7570,Sarjapur,1600.0,3.0,75.0,3,4687.5
7571,Sarjapur,1242.5,2.0,43.49,2,3500.201207243461
7572,Sarjapur,913.0,2.0,32.0,2,3504.9288061336256
7573,Sarjapur,1128.0,2.0,60.0,2,5319.148936170212
7574,Sarjapur,1185.0,2.0,47.0,2,3966.2447257383965
7575,Sarjapur,900.0,2.0,42.0,3,4666.666666666667
7576,Sarjapur,649.5,1.0,17.535,1,2699.7690531177827
7577,Sarjapur,1020.0,2.0,35.0,2,3431.372549019608
7578,Sarjapur,1195.0,2.0,42.0,2,3514.644351464435
7579,Sarjapur,1240.0,2.0,44.0,2,3548.3870967741937
7580,Sarjapur,1550.0,2.0,65.0,4,4193.548387096775
7581,Sarjapur,950.0,2.0,32.5,2,3421.0526315789475
7582,Sarjapur,1285.0,2.0,68.0,3,5291.828793774319
7583,Sarjapur,1525.0,2.0,48.0,3,3147.5409836065573
7584,Sarjapur,925.0,2.0,25.0,2,2702.7027027027025
7585,Sarjapur,3190.0,3.0,160.0,4,5015.673981191223
7586,Sarjapur,1215.0,2.0,40.0,2,3292.1810699588477
7587,Sarjapur,2540.0,4.0,115.0,4,4527.55905511811
7588,Sarjapur,1200.0,3.0,78.0,3,6500.0
7589,Sarjapur,1000.0,2.0,30.0,2,3000.0
7590,Sarjapur,1157.0,2.0,40.0,2,3457.216940363008
7591,Sarjapur,2238.0,3.0,140.0,3,6255.585344057194
7592,Sarjapur,2020.0,3.0,85.0,3,4207.920792079208
7593,Sarjapur,2885.0,3.0,185.0,4,6412.478336221837
7594,Sarjapur,1917.0,3.0,60.0,4,3129.8904538341158
7595,Sarjapur,1240.0,2.0,44.3,2,3572.5806451612902
7596,Sarjapur,625.0,1.0,19.0,1,3040.0
7597,Sarjapur,2585.5,4.0,139.5,4,5395.4747631019145
7598,Sarjapur,940.0,2.0,25.38,2,2700.0
7599,Sarjapur,2100.0,3.0,125.0,4,5952.380952380952
7600,Sarjapur,913.0,2.0,36.0,2,3943.0449069003284
7601,Sarjapur,1404.0,2.0,53.35,3,3799.8575498575497
7602,Sarjapur,1830.0,3.0,88.0,3,4808.743169398907
7603,Sarjapur,1364.0,2.0,56.0,3,4105.571847507332
7604,Sarjapur,1124.0,2.0,30.35,2,2700.1779359430607
7605,Sarjapur,1044.0,2.0,32.0,2,3065.1340996168583
7606,Sarjapur,650.0,1.0,19.87,1,3056.923076923077
7607,Sarjapur,1175.0,2.0,42.0,2,3574.468085106383
7608,Sarjapur,1240.0,2.0,43.1,2,3475.8064516129034
7609,Sarjapur,1170.0,2.0,35.41,3,3026.495726495726
7610,Sarjapur,1032.0,2.0,42.0,2,4069.767441860465
7611,Sarjapur,535.0,1.0,20.0,2,3738.3177570093458
7612,Sarjapur,1044.0,2.0,34.0,2,3256.704980842912
7613,Sarjapur,1200.0,3.0,76.13,3,6344.166666666667
7614,Sarjapur,1200.0,2.0,62.0,2,5166.666666666667
7615,Sarjapur,900.0,2.0,27.98,2,3108.8888888888887
7616,Sarjapur,2970.0,3.0,130.0,4,4377.104377104377
7617,Sarjapur,1205.0,2.0,29.0,2,2406.639004149378
7618,Sarjapur,850.0,2.0,32.0,2,3764.705882352941
7619,Sarjapur,1175.0,2.0,41.68,2,3547.2340425531916
7620,Sarjapur,1575.0,3.0,55.0,3,3492.063492063492
7621,Sarjapur,920.0,2.0,33.0,2,3586.9565217391305
7622,Sarjapur,1445.0,3.0,50.0,3,3460.2076124567475
7623,Sarjapur,1150.0,2.0,41.0,2,3565.217391304348
7624,Sarjapur,1200.0,2.0,42.6,2,3550.0
7625,Sarjapur,1333.0,3.0,50.0,3,3750.9377344336085
7626,Sarjapur,1044.0,2.0,36.0,2,3448.2758620689656
7627,Sarjapur,950.0,2.0,35.0,2,3684.2105263157896
7628,Sarjapur,2585.5,4.0,115.0,4,4447.882421195127
7629,Sarjapur,2172.0,3.0,100.0,3,4604.051565377532
7630,Sarjapur,633.0,1.0,17.09,1,2699.8420221169035
7631,Sarjapur,1500.0,5.0,95.0,3,6333.333333333333
7632,Sarjapur,1451.0,2.0,87.0,2,5995.864920744314
7633,Sarjapur,2400.0,3.0,140.0,4,5833.333333333333
7634,Sarjapur,1525.0,2.0,68.0,3,4459.016393442623
7635,Sarjapur,1095.0,2.0,45.0,2,4109.58904109589
7636,Sarjapur,1425.0,3.0,57.0,3,4000.0
7637,Sarjapur  Road,1254.0,3.0,38.0,3,3030.3030303030305
7638,Sarjapur  Road,2497.0,3.0,140.0,3,5606.728073688426
7639,Sarjapur  Road,1787.0,3.0,98.29,3,5500.279798545048
7640,Sarjapur  Road,1787.0,3.0,125.0,3,6994.963626189144
7641,Sarjapur  Road,984.0,2.0,44.28,2,4500.0
7642,Sarjapur  Road,1025.0,2.0,36.0,2,3512.1951219512193
7643,Sarjapur  Road,1035.0,2.0,49.2,2,4753.623188405797
7644,Sarjapur  Road,1863.0,3.0,104.0,4,5582.393988191089
7645,Sarjapur  Road,1000.0,2.0,67.0,2,6700.0
7646,Sarjapur  Road,1670.0,2.0,57.0,3,3413.1736526946106
7647,Sarjapur  Road,1346.0,2.0,74.03,2,5500.0
7648,Sarjapur  Road,1195.0,2.0,70.0,2,5857.740585774059
7649,Sarjapur  Road,1550.0,3.0,100.0,3,6451.612903225807
7650,Sarjapur  Road,2100.0,3.0,125.0,3,5952.380952380952
7651,Sarjapur  Road,2230.0,4.0,225.0,4,10089.686098654709
7652,Sarjapur  Road,1249.0,3.0,44.71,3,3579.663730984788
7653,Sarjapur  Road,1210.0,2.0,58.0,2,4793.388429752066
7654,Sarjapur  Road,1691.0,3.0,113.0,3,6682.436428149024
7655,Sarjapur  Road,1278.0,2.0,95.0,2,7433.489827856025
7656,Sarjapur  Road,2238.0,3.0,140.0,3,6255.585344057194
7657,Sarjapur  Road,1800.0,3.0,110.0,3,6111.111111111111
7658,Sarjapur  Road,1115.0,2.0,50.0,2,4484.304932735426
7659,Sarjapur  Road,1403.0,3.0,55.0,3,3920.1710620099784
7660,Sarjapur  Road,1346.0,2.0,61.92,2,4600.297176820208
7661,Sarjapur  Road,710.0,1.0,27.0,1,3802.8169014084506
7662,Sarjapur  Road,3335.0,5.0,300.0,4,8995.502248875562
7663,Sarjapur  Road,1403.0,3.0,51.63,3,3679.9714896650034
7664,Sarjapur  Road,1984.0,4.0,146.0,3,7358.870967741936
7665,Sarjapur  Road,1035.0,2.0,45.0,2,4347.826086956522
7666,Sarjapur  Road,1128.0,2.0,59.0,2,5230.49645390071
7667,Sarjapur  Road,1495.0,2.0,64.0,3,4280.936454849499
7668,Sarjapur  Road,1700.0,3.0,110.0,3,6470.588235294118
7669,Sarjapur  Road,1157.0,2.0,75.0,3,6482.281763180639
7670,Sarjapur  Road,1282.0,2.0,72.0,2,5616.224648985959
7671,Sarjapur  Road,615.0,1.0,17.835,1,2900.0
7672,Sarjapur  Road,4111.0,4.0,310.0,4,7540.744344441741
7673,Sarjapur  Road,3430.0,6.0,228.5,4,6661.807580174927
7674,Sarjapur  Road,3900.0,4.0,300.0,4,7692.307692307692
7675,Sarjapur  Road,1300.0,2.0,60.0,2,4615.384615384615
7676,Sarjapur  Road,1000.0,2.0,40.0,2,4000.0
7677,Sarjapur  Road,1050.0,2.0,62.0,2,5904.761904761905
7678,Sarjapur  Road,1700.0,3.0,135.0,3,7941.176470588235
7679,Sarjapur  Road,1691.0,3.0,119.0,3,7037.25606150207
7680,Sarjapur  Road,1846.0,3.0,140.0,3,7583.965330444204
7681,Sarjapur  Road,1200.0,3.0,95.0,3,7916.666666666667
7682,Sarjapur  Road,1117.0,2.0,29.99,2,2684.870188003581
7683,Sarjapur  Road,1929.0,4.0,103.0,3,5339.554173146708
7684,Sarjapur  Road,1155.0,2.0,58.0,2,5021.645021645022
7685,Sarjapur  Road,1215.0,2.0,110.0,2,9053.497942386832
7686,Sarjapur  Road,1819.0,3.0,100.0,3,5497.526113249038
7687,Sarjapur  Road,1845.0,4.0,110.0,3,5962.059620596206
7688,Sarjapur  Road,1233.0,2.0,77.65,2,6297.6480129764805
7689,Sarjapur  Road,1525.0,2.0,60.0,3,3934.4262295081967
7690,Sarjapur  Road,4395.0,4.0,242.0,4,5506.257110352673
7691,Sarjapur  Road,1220.0,3.0,56.0,3,4590.163934426229
7692,Sarjapur  Road,3750.0,6.0,290.0,4,7733.333333333333
7693,Sarjapur  Road,1428.0,2.0,66.0,3,4621.848739495798
7694,Sarjapur  Road,1680.0,3.0,112.0,3,6666.666666666667
7695,Sarjapur  Road,1255.0,2.0,92.0,2,7330.677290836654
7696,Sarjapur  Road,1380.0,2.0,52.0,3,3768.1159420289855
7697,Sarjapur  Road,1403.0,3.0,51.63,3,3679.9714896650034
7698,Sarjapur  Road,1220.0,3.0,58.0,3,4754.098360655737
7699,Sarjapur  Road,1311.0,2.0,78.0,2,5949.656750572082
7700,Sarjapur  Road,1220.0,3.0,56.0,3,4590.163934426229
7701,Sarjapur  Road,1157.0,2.0,75.0,3,6482.281763180639
7702,Sarjapur  Road,1145.0,2.0,75.0,2,6550.218340611354
7703,Sarjapur  Road,1152.0,4.0,230.0,4,19965.277777777777
7704,Sarjapur  Road,1300.0,2.0,70.0,3,5384.615384615385
7705,Sarjapur  Road,1390.0,2.0,62.0,2,4460.431654676259
7706,Sarjapur  Road,1725.0,3.0,90.0,3,5217.391304347826
7707,Sarjapur  Road,2180.0,3.0,170.0,3,7798.165137614679
7708,Sarjapur  Road,1084.0,2.0,55.0,2,5073.8007380073805
7709,Sarjapur  Road,1220.0,3.0,62.0,3,5081.9672131147545
7710,Sarjapur  Road,5400.0,4.0,725.0,4,13425.925925925925
7711,Sarjapur  Road,1750.0,3.0,110.0,3,6285.714285714285
7712,Sarjapur  Road,1888.0,4.0,95.0,3,5031.779661016949
7713,Sarjapur  Road,1300.0,3.0,60.0,3,4615.384615384615
7714,Sarjapur  Road,1200.0,3.0,70.0,3,5833.333333333333
7715,Sarjapur  Road,2600.0,3.0,200.0,3,7692.307692307692
7716,Sarjapur  Road,5965.0,5.0,385.0,5,6454.316848281643
7717,Sarjapur  Road,4000.0,5.0,600.0,4,15000.0
7718,Sarjapur  Road,685.0,1.0,40.0,1,5839.41605839416
7719,Sarjapur  Road,944.0,2.0,35.0,2,3707.6271186440677
7720,Sarjapur  Road,915.0,2.0,38.0,2,4153.005464480874
7721,Sarjapur  Road,2720.0,5.0,210.0,3,7720.588235294118
7722,Sarjapur  Road,858.0,2.0,31.57,2,3679.4871794871797
7723,Sarjapur  Road,1241.0,2.0,82.0,2,6607.57453666398
7724,Sarjapur  Road,984.0,2.0,45.91,2,4665.650406504065
7725,Sarjapur  Road,1400.0,2.0,68.0,2,4857.142857142857
7726,Sarjapur  Road,3785.0,6.0,280.0,4,7397.622192866578
7727,Sarjapur  Road,835.0,1.0,46.95,1,5622.754491017964
7728,Sarjapur  Road,2900.0,3.0,285.0,3,9827.586206896553
7729,Sarjapur  Road,1280.0,2.0,76.0,2,5937.5
7730,Sarjapur  Road,1145.0,2.0,49.5,2,4323.144104803493
7731,Sarjapur  Road,1470.0,3.0,62.0,3,4217.687074829932
7732,Sarjapur  Road,1263.0,2.0,78.0,2,6175.771971496437
7733,Sarjapur  Road,1691.0,3.0,98.0,3,5795.38734476641
7734,Sarjapur  Road,3416.5,6.0,143.0,4,4185.570027806234
7735,Sarjapur  Road,1350.0,3.0,39.97,3,2960.740740740741
7736,Sarjapur  Road,1308.0,2.0,83.0,2,6345.565749235474
7737,Sarjapur  Road,1592.0,3.0,91.0,3,5716.08040201005
7738,Sarjapur  Road,1016.0,2.0,45.0,2,4429.133858267716
7739,Sarjapur  Road,1150.0,2.0,77.0,2,6695.652173913043
7740,Sarjapur  Road,1965.0,3.0,120.0,3,6106.8702290076335
7741,Sarjapur  Road,2275.0,4.0,180.0,3,7912.087912087912
7742,Sarjapur  Road,1680.0,3.0,160.0,3,9523.809523809523
7743,Sarjapur  Road,985.0,2.0,49.0,2,4974.619289340101
7744,Sarjapur  Road,1418.0,2.0,78.0,2,5500.705218617772
7745,Sarjapur  Road,1200.0,2.0,93.0,2,7750.0
7746,Sarjapur  Road,1586.0,3.0,70.0,3,4413.619167717528
7747,Sarjapur  Road,1260.0,2.0,53.0,2,4206.349206349207
7748,Sarjapur  Road,1115.0,2.0,60.0,2,5381.165919282511
7749,Sarjapur  Road,1525.0,2.0,87.0,3,5704.918032786885
7750,Sarjapur  Road,1346.0,2.0,71.32,2,5298.662704309063
7751,Sarjapur  Road,3905.0,7.0,290.0,5,7426.376440460947
7752,Sarjapur  Road,915.0,2.0,37.0,2,4043.7158469945357
7753,Sarjapur  Road,715.0,1.0,29.0,1,4055.944055944056
7754,Sarjapur  Road,1230.0,2.0,94.5,2,7682.926829268293
7755,Sarjapur  Road,1043.0,2.0,39.5,2,3787.152444870566
7756,Sarjapur  Road,1750.0,3.0,99.0,3,5657.142857142857
7757,Sarjapur  Road,1145.0,2.0,62.0,2,5414.847161572053
7758,Sarjapur  Road,1500.0,3.0,88.0,3,5866.666666666667
7759,Sarjapur  Road,1190.0,2.0,50.0,2,4201.680672268908
7760,Sarjapur  Road,1750.0,3.0,215.0,4,12285.714285714286
7761,Sarjapur  Road,1846.0,3.0,145.0,3,7854.821235102925
7762,Sarjapur  Road,1846.0,3.0,155.0,3,8396.533044420368
7763,Sarjapur  Road,1067.0,2.0,60.0,2,5623.242736644798
7764,Sarjapur  Road,3200.0,5.0,140.0,5,4375.0
7765,Sarjapur  Road,2383.0,5.0,215.0,4,9022.24087284935
7766,Sarjapur  Road,1700.0,3.0,95.0,3,5588.235294117647
7767,Sarjapur  Road,2145.0,3.0,190.0,3,8857.808857808857
7768,Sarjapur  Road,1230.0,2.0,65.0,2,5284.552845528456
7769,Sarjapur  Road,1178.0,2.0,40.43,2,3432.088285229202
7770,Sarjapur  Road,1939.0,3.0,98.0,3,5054.151624548736
7771,Sarjapur  Road,3785.0,5.0,280.0,4,7397.622192866578
7772,Sarjapur  Road,2556.0,3.0,169.0,3,6611.89358372457
7773,Sarjapur  Road,1278.0,2.0,90.0,2,7042.2535211267605
7774,Sarjapur  Road,975.0,2.0,28.275,2,2900.0
7775,Sarjapur  Road,2180.0,3.0,240.0,3,11009.174311926605
7776,Sarjapur  Road,984.0,2.0,45.91,2,4665.650406504065
7777,Sarjapur  Road,1305.0,2.0,99.0,2,7586.206896551724
7778,Sarjapur  Road,1755.0,3.0,122.0,3,6951.5669515669515
7779,Sarjapur  Road,1040.0,2.0,37.0,2,3557.6923076923076
7780,Sarjapur  Road,1374.0,3.0,51.0,3,3711.7903930131006
7781,Sarjapur  Road,1000.0,2.0,38.5,2,3850.0
7782,Sarjapur  Road,1173.0,2.0,45.75,3,3900.2557544757033
7783,Sarjapur  Road,3930.0,7.0,329.0,5,8371.501272264632
7784,Sarjapur  Road,1120.0,2.0,50.0,2,4464.285714285715
7785,Sarjapur  Road,1530.0,2.0,60.0,3,3921.5686274509803
7786,Sarjapur  Road,1700.0,3.0,93.5,3,5500.0
7787,Sarjapur  Road,1403.0,3.0,56.0,3,3991.4468995010693
7788,Sarjapur  Road,1060.0,2.0,55.0,2,5188.679245283019
7789,Sarjapur  Road,1455.0,2.0,98.0,3,6735.395189003437
7790,Sarjapur  Road,1405.0,3.0,48.87,3,3478.291814946619
7791,Sarjapur  Road,1850.0,3.0,140.0,3,7567.5675675675675
7792,Sarjapur  Road,950.0,1.0,39.9,1,4200.0
7793,Sarjapur  Road,1826.0,3.0,130.0,3,7119.386637458927
7794,Sarjapur  Road,2600.0,4.0,98.0,4,3769.230769230769
7795,Sarjapur  Road,1115.0,2.0,50.0,2,4484.304932735426
7796,Sarjapur  Road,1220.0,3.0,58.0,3,4754.098360655737
7797,Sarjapur  Road,1660.0,2.0,116.0,3,6987.951807228916
7798,Sarjapur  Road,1700.0,3.0,108.0,3,6352.941176470588
7799,Sarjapur  Road,1272.5,2.0,40.72,3,3200.0
7800,Sarjapur  Road,1539.0,3.0,85.0,3,5523.066926575699
7801,Sarjapur  Road,1489.0,2.0,82.0,3,5507.051712558764
7802,Sarjapur  Road,1550.0,2.0,69.75,3,4500.0
7803,Sarjapur  Road,539.0,1.0,45.0,1,8348.794063079777
7804,Sarjapur  Road,1186.0,2.0,40.0,3,3372.681281618887
7805,Sarjapur  Road,1200.0,2.0,75.0,2,6250.0
7806,Sarjapur  Road,2145.0,3.0,180.0,3,8391.608391608392
7807,Sarjapur  Road,1115.0,2.0,50.0,2,4484.304932735426
7808,Sarjapur  Road,1308.0,2.0,58.86,2,4500.0
7809,Sarjapur  Road,1320.0,2.0,115.0,2,8712.121212121212
7810,Sarjapur  Road,920.0,2.0,40.0,2,4347.826086956522
7811,Sarjapur  Road,3044.0,3.0,183.0,3,6011.826544021025
7812,Sarjapur  Road,1163.0,2.0,62.0,3,5331.04041272571
7813,Sarjapur  Road,3004.0,4.0,158.0,3,5259.65379494008
7814,Sarjapur  Road,1877.0,4.0,150.0,3,7991.475759190197
7815,Sarjapur  Road,1115.0,2.0,43.0,2,3856.5022421524664
7816,Sarjapur  Road,1115.0,2.0,50.0,2,4484.304932735426
7817,Sarjapur  Road,1229.0,2.0,70.0,2,5695.6875508543535
7818,Sarjapur  Road,1044.0,2.0,34.77,2,3330.459770114943
7819,Sarjapur  Road,1342.0,2.0,70.0,2,5216.095380029807
7820,Sarjapur  Road,1711.0,3.0,110.0,3,6428.988895382817
7821,Sarjapur  Road,1484.0,2.0,65.0,3,4380.053908355795
7822,Sarjapur  Road,1115.0,2.0,50.0,2,4484.304932735426
7823,Sarjapur  Road,1220.0,3.0,57.0,3,4672.131147540984
7824,Sarjapur  Road,1050.0,2.0,63.5,2,6047.619047619048
7825,Sarjapur  Road,1350.0,2.0,102.0,2,7555.555555555556
7826,Sarjapur  Road,2990.0,4.0,240.0,4,8026.755852842809
7827,Sarjapur  Road,1035.0,2.0,49.0,2,4734.299516908212
7828,Sarjapur  Road,1457.0,3.0,85.0,3,5833.905284831846
7829,Sarjapur  Road,1685.0,3.0,135.0,3,8011.86943620178
7830,Sarjapur  Road,1350.0,2.0,68.0,2,5037.037037037037
7831,Sarjapur  Road,1200.0,3.0,70.0,3,5833.333333333333
7832,Sarjapur  Road,1157.0,2.0,53.99,3,4666.3785652549695
7833,Sarjapur  Road,3800.0,3.0,325.0,4,8552.631578947368
7834,Sarjapur  Road,1385.0,3.0,55.0,3,3971.1191335740073
7835,Sarjapur  Road,1700.0,3.0,79.9,3,4700.000000000001
7836,Sarjapur  Road,984.0,2.0,55.0,2,5589.430894308943
7837,Sarjapur  Road,914.0,2.0,32.0,2,3501.09409190372
7838,Sarjapur  Road,1500.0,3.0,235.0,4,15666.666666666666
7839,Sarjapur  Road,1864.0,3.0,105.0,4,5633.0472103004295
7840,Sarjapur  Road,1157.0,2.0,57.84,3,4999.1356957649095
7841,Sarjapur  Road,1150.0,2.0,36.8,2,3199.9999999999995
